route_id,source_lat,source_lon,dest_lat,dest_lon,distance_km,duration_min,num_turns,weather,temperature_C,time_of_day,day_of_week,label,traffic_density
"(30.74294, 76.769699)-(30.714179, 76.711926)-R10",76.769699,30.74294,76.711926,30.714179,1.48,2.35,85,Rain,30.77,12:30,Friday,0,63
"(30.759621, 76.734197)-(30.749231, 76.724085)-R11",76.734197,30.759621,76.724085,30.749231,5.08,8.65,63,Clear,28.12,12:30,Tuesday,0,59
"(30.717135, 76.815403)-(30.683553, 76.762159)-R12",76.815403,30.717135,76.762159,30.683553,5.85,9.76,113,Rain,25.4,12:30,Sunday,0,20
"(30.710758, 76.837217)-(30.681792, 76.830349)-R13",76.837217,30.710758,76.830349,30.681792,6.28,11.78,55,Rain,30.01,18:20,Thursday,0,32
"(30.774978, 76.700849)-(30.685015, 76.794427)-R14",76.700849,30.774978,76.794427,30.685015,1.56,2.71,103,Fog,24.07,15:45,Saturday,0,75
"(30.712551, 76.809873)-(30.767332, 76.828405)-R15",76.809873,30.712551,76.828405,30.767332,6.81,11.0,111,Rain,29.66,15:45,Sunday,0,57
"(30.709013, 76.843599)-(30.778332, 76.788341)-R16",76.843599,30.709013,76.788341,30.778332,4.57,7.99,119,Rain,25.86,21:10,Sunday,0,21
"(30.763424, 76.781325)-(30.694677, 76.812709)-R17",76.781325,30.763424,76.812709,30.694677,1.8,3.16,56,Clear,28.52,18:20,Tuesday,0,88
"(30.677653, 76.714791)-(30.736417, 76.737059)-R18",76.714791,30.677653,76.737059,30.736417,2.77,5.22,42,Clouds,29.72,08:00,Monday,1,48
"(30.675378, 76.755813)-(30.690178, 76.841291)-R19",76.755813,30.675378,76.841291,30.690178,4.47,7.16,25,Fog,34.72,08:00,Monday,1,90
"(30.773062, 76.767716)-(30.67417, 76.740216)-R20",76.767716,30.773062,76.740216,30.67417,5.11,7.92,39,Rain,27.07,18:20,Saturday,0,58
"(30.721928, 76.716736)-(30.728449, 76.845678)-R21",76.716736,30.721928,76.845678,30.728449,6.15,10.74,75,Fog,28.67,21:10,Thursday,0,41
"(30.697812, 76.827235)-(30.726688, 76.774519)-R22",76.827235,30.697812,76.774519,30.726688,1.78,2.9,74,Clouds,26.38,12:30,Wednesday,0,91
"(30.672499, 76.842189)-(30.672651, 76.732552)-R23",76.842189,30.672499,76.732552,30.672651,6.4,9.72,69,Clear,32.12,15:45,Tuesday,0,59
"(30.730489, 76.733863)-(30.778029, 76.783869)-R24",76.733863,30.730489,76.783869,30.778029,3.31,6.33,96,Clear,33.13,12:30,Sunday,0,79
"(30.778242, 76.747345)-(30.75273, 76.848193)-R25",76.747345,30.778242,76.848193,30.75273,1.35,2.37,86,Rain,28.79,18:20,Monday,0,14
"(30.764278, 76.790046)-(30.674917, 76.806561)-R26",76.790046,30.764278,76.806561,30.674917,4.96,9.54,80,Fog,35.85,15:45,Saturday,0,61
"(30.715627, 76.752548)-(30.71424, 76.839092)-R27",76.752548,30.715627,76.839092,30.71424,2.33,4.21,44,Clear,31.06,08:00,Saturday,1,61
"(30.753059, 76.725724)-(30.768446, 76.837151)-R28",76.725724,30.753059,76.837151,30.768446,1.72,3.1,26,Fog,33.55,08:00,Sunday,1,46
"(30.771083, 76.804404)-(30.700493, 76.723047)-R29",76.804404,30.771083,76.723047,30.700493,2.36,4.02,35,Fog,19.69,08:00,Friday,1,61
"(30.695522, 76.745639)-(30.730066, 76.72277)-R30",76.745639,30.695522,76.72277,30.730066,6.57,13.09,85,Fog,23.94,21:10,Monday,0,50
"(30.68136, 76.708237)-(30.752864, 76.810119)-R31",76.708237,30.68136,76.810119,30.752864,1.75,2.73,58,Rain,18.51,15:45,Friday,0,54
"(30.726528, 76.805964)-(30.754667, 76.736511)-R32",76.805964,30.726528,76.736511,30.754667,2.58,4.18,23,Clouds,35.71,15:45,Thursday,1,63
"(30.719544, 76.776409)-(30.752395, 76.785044)-R33",76.776409,30.719544,76.785044,30.752395,4.18,6.56,50,Rain,31.67,21:10,Friday,0,2
"(30.728559, 76.750017)-(30.700177, 76.767044)-R34",76.750017,30.728559,76.767044,30.700177,7.29,14.55,92,Fog,28.87,15:45,Monday,0,100
"(30.673086, 76.80495)-(30.775612, 76.718315)-R35",76.80495,30.673086,76.718315,30.775612,1.02,1.99,24,Clouds,18.69,08:00,Sunday,1,50
"(30.717512, 76.722015)-(30.76606, 76.76398)-R36",76.722015,30.717512,76.76398,30.76606,7.86,13.77,37,Rain,28.56,21:10,Sunday,0,6
"(30.725692, 76.786078)-(30.724465, 76.766986)-R37",76.786078,30.725692,76.766986,30.724465,5.26,8.13,58,Clear,29.22,15:45,Monday,0,20
"(30.779575, 76.83264)-(30.748023, 76.755054)-R38",76.83264,30.779575,76.755054,30.748023,5.87,8.97,78,Rain,23.58,21:10,Saturday,0,72
"(30.75398, 76.737817)-(30.699729, 76.849093)-R39",76.737817,30.75398,76.849093,30.699729,2.67,4.85,13,Rain,25.1,12:30,Friday,1,38
"(30.693021, 76.791175)-(30.676763, 76.762794)-R40",76.791175,30.693021,76.762794,30.676763,7.31,14.0,40,Clear,26.53,12:30,Friday,0,17
"(30.741643, 76.793781)-(30.680318, 76.787068)-R41",76.793781,30.741643,76.787068,30.680318,2.68,4.53,74,Clear,31.63,21:10,Sunday,0,3
"(30.688784, 76.841932)-(30.680095, 76.725403)-R42",76.841932,30.688784,76.725403,30.680095,2.34,3.58,71,Clear,28.19,21:10,Thursday,0,88
"(30.755838, 76.817367)-(30.738141, 76.774486)-R43",76.817367,30.755838,76.774486,30.738141,3.22,5.33,116,Clouds,19.03,15:45,Wednesday,0,59
"(30.741235, 76.747344)-(30.750183, 76.724821)-R44",76.747344,30.741235,76.724821,30.750183,1.41,2.19,72,Rain,34.17,08:00,Monday,0,13
"(30.677859, 76.731103)-(30.775845, 76.712628)-R45",76.731103,30.677859,76.712628,30.775845,3.27,6.01,59,Fog,30.46,12:30,Monday,0,8
"(30.741866, 76.702102)-(30.688117, 76.768193)-R46",76.702102,30.741866,76.768193,30.688117,7.6,14.12,41,Rain,34.44,08:00,Thursday,0,89
"(30.713437, 76.726073)-(30.767601, 76.778022)-R47",76.726073,30.713437,76.778022,30.767601,2.43,3.72,65,Fog,26.3,18:20,Thursday,0,52
"(30.691405, 76.772272)-(30.777791, 76.796361)-R48",76.772272,30.691405,76.796361,30.777791,4.26,7.54,13,Clouds,27.85,18:20,Friday,1,1
"(30.724809, 76.714428)-(30.724184, 76.84668)-R49",76.714428,30.724809,76.84668,30.724184,3.82,7.21,93,Rain,19.69,18:20,Thursday,0,83
"(30.68584, 76.83702)-(30.684174, 76.824779)-R50",76.83702,30.68584,76.824779,30.684174,1.18,1.97,35,Rain,18.15,21:10,Tuesday,1,91
"(30.708701, 76.780144)-(30.739218, 76.732514)-R51",76.780144,30.708701,76.732514,30.739218,3.3,5.65,46,Clear,25.19,15:45,Thursday,1,59
"(30.703965, 76.715051)-(30.706156, 76.80675)-R52",76.715051,30.703965,76.80675,30.706156,6.21,11.39,84,Rain,23.44,08:00,Saturday,0,70
"(30.699134, 76.732397)-(30.705274, 76.82823)-R53",76.732397,30.699134,76.82823,30.705274,3.48,5.67,116,Clouds,26.85,08:00,Tuesday,0,43
"(30.769307, 76.770745)-(30.734492, 76.712339)-R54",76.770745,30.769307,76.712339,30.734492,4.77,8.64,113,Rain,35.24,18:20,Saturday,0,7
"(30.738111, 76.820578)-(30.762531, 76.763643)-R55",76.820578,30.738111,76.763643,30.762531,1.59,2.94,15,Clouds,19.35,15:45,Wednesday,1,46
"(30.732204, 76.709616)-(30.751112, 76.847692)-R56",76.709616,30.732204,76.847692,30.751112,7.93,15.63,80,Rain,35.15,21:10,Wednesday,0,34
"(30.74446, 76.77753)-(30.753038, 76.738349)-R57",76.77753,30.74446,76.738349,30.753038,1.13,2.1,86,Clear,32.61,08:00,Thursday,0,77
"(30.731791, 76.81263)-(30.746818, 76.73248)-R58",76.81263,30.731791,76.73248,30.746818,5.22,8.08,81,Clear,24.13,15:45,Monday,0,80
"(30.753447, 76.828497)-(30.683224, 76.829464)-R59",76.828497,30.753447,76.829464,30.683224,6.46,10.42,77,Clouds,29.92,12:30,Saturday,0,35
"(30.706284, 76.797923)-(30.700321, 76.724799)-R60",76.797923,30.706284,76.724799,30.700321,4.37,7.3,52,Fog,19.35,15:45,Tuesday,0,49
"(30.710644, 76.813609)-(30.719528, 76.816986)-R61",76.813609,30.710644,76.816986,30.719528,1.72,2.92,79,Rain,20.81,08:00,Sunday,0,3
"(30.761441, 76.833746)-(30.69292, 76.815273)-R62",76.833746,30.761441,76.815273,30.69292,1.63,3.21,35,Clouds,28.25,08:00,Monday,1,1
"(30.74288, 76.755801)-(30.747666, 76.848068)-R63",76.755801,30.74288,76.848068,30.747666,3.21,5.29,62,Clear,31.2,18:20,Thursday,0,5
"(30.733605, 76.803513)-(30.747732, 76.755807)-R64",76.803513,30.733605,76.755807,30.747732,6.06,10.85,40,Clear,32.02,21:10,Saturday,0,53
"(30.694636, 76.722104)-(30.752965, 76.768507)-R65",76.722104,30.694636,76.768507,30.752965,4.24,7.57,55,Fog,35.37,21:10,Wednesday,0,3
"(30.684419, 76.754055)-(30.771858, 76.818648)-R66",76.754055,30.684419,76.818648,30.771858,1.99,3.86,84,Rain,22.06,08:00,Sunday,0,53
"(30.745588, 76.815893)-(30.752385, 76.812538)-R67",76.815893,30.745588,76.812538,30.752385,6.07,9.42,39,Rain,19.13,21:10,Tuesday,0,92
"(30.678683, 76.728579)-(30.773419, 76.773591)-R68",76.728579,30.678683,76.773591,30.773419,4.37,8.09,112,Clouds,26.02,08:00,Sunday,0,62
"(30.676398, 76.762354)-(30.729444, 76.762813)-R69",76.762354,30.676398,76.762813,30.729444,7.16,13.34,55,Clear,22.14,15:45,Monday,0,17
"(30.699759, 76.816374)-(30.721801, 76.755574)-R70",76.816374,30.699759,76.755574,30.721801,1.56,2.66,56,Clear,19.5,08:00,Tuesday,0,89
"(30.698957, 76.741345)-(30.737139, 76.836063)-R71",76.741345,30.698957,76.836063,30.737139,4.43,7.01,58,Clouds,29.39,15:45,Thursday,0,43
"(30.678591, 76.82567)-(30.728887, 76.735762)-R72",76.82567,30.678591,76.735762,30.728887,6.57,11.14,119,Fog,23.38,12:30,Sunday,0,33
"(30.752045, 76.84554)-(30.762521, 76.786031)-R73",76.84554,30.752045,76.786031,30.762521,3.3,5.81,76,Fog,23.69,15:45,Monday,0,73
"(30.715088, 76.805943)-(30.720932, 76.701038)-R74",76.805943,30.715088,76.701038,30.720932,3.0,4.74,100,Clouds,31.5,21:10,Monday,0,61
"(30.687716, 76.825614)-(30.672614, 76.792329)-R75",76.825614,30.687716,76.792329,30.672614,5.71,8.94,62,Fog,35.98,08:00,Saturday,0,99
"(30.768189, 76.842776)-(30.769554, 76.798122)-R76",76.842776,30.768189,76.798122,30.769554,1.2,2.29,23,Clouds,18.9,12:30,Sunday,1,13
"(30.762455, 76.79699)-(30.702872, 76.797631)-R77",76.79699,30.762455,76.797631,30.702872,5.89,11.51,114,Fog,22.94,15:45,Wednesday,0,94
"(30.721754, 76.752402)-(30.744835, 76.720717)-R78",76.752402,30.721754,76.720717,30.744835,5.72,9.6,77,Rain,18.3,15:45,Thursday,0,47
"(30.712711, 76.727387)-(30.752196, 76.798835)-R79",76.727387,30.712711,76.798835,30.752196,1.61,2.99,57,Clear,33.52,15:45,Sunday,0,14
"(30.719292, 76.794042)-(30.682447, 76.812851)-R80",76.794042,30.719292,76.812851,30.682447,2.78,5.11,120,Clear,19.93,12:30,Wednesday,0,71
"(30.719053, 76.729807)-(30.735846, 76.725734)-R81",76.729807,30.719053,76.725734,30.735846,3.72,6.28,101,Fog,20.58,21:10,Saturday,0,77
"(30.778171, 76.737386)-(30.767699, 76.80283)-R82",76.737386,30.778171,76.80283,30.767699,2.6,4.75,30,Clouds,31.58,08:00,Tuesday,1,86
"(30.708745, 76.746172)-(30.672815, 76.791848)-R83",76.746172,30.708745,76.791848,30.672815,3.62,5.7,117,Rain,20.75,08:00,Saturday,0,61
"(30.764842, 76.811954)-(30.748924, 76.788208)-R84",76.811954,30.764842,76.788208,30.748924,3.9,7.67,16,Clouds,25.25,18:20,Thursday,1,39
"(30.739076, 76.80385)-(30.738531, 76.723897)-R85",76.80385,30.739076,76.723897,30.738531,4.18,6.8,111,Rain,34.17,21:10,Monday,0,84
"(30.749876, 76.831516)-(30.680431, 76.71774)-R86",76.831516,30.749876,76.71774,30.680431,1.08,1.83,93,Rain,35.0,21:10,Saturday,0,79
"(30.697656, 76.706039)-(30.718431, 76.718665)-R87",76.706039,30.697656,76.718665,30.718431,1.75,3.04,49,Rain,34.03,08:00,Thursday,1,81
"(30.773772, 76.823636)-(30.702021, 76.708321)-R88",76.823636,30.773772,76.708321,30.702021,4.44,7.83,40,Rain,29.52,08:00,Wednesday,1,52
"(30.695062, 76.719241)-(30.696407, 76.836895)-R89",76.719241,30.695062,76.836895,30.696407,5.33,10.08,98,Clear,22.21,12:30,Saturday,0,23
"(30.71921, 76.827463)-(30.702024, 76.712394)-R90",76.827463,30.71921,76.712394,30.702024,4.62,8.49,77,Clear,34.54,12:30,Tuesday,0,25
"(30.723326, 76.723272)-(30.680453, 76.789422)-R91",76.723272,30.723326,76.789422,30.680453,1.12,2.02,26,Fog,34.08,15:45,Saturday,1,88
"(30.697929, 76.731041)-(30.693503, 76.742676)-R92",76.731041,30.697929,76.742676,30.693503,3.8,7.11,114,Clouds,18.31,15:45,Saturday,0,59
"(30.69066, 76.825486)-(30.678717, 76.839491)-R93",76.825486,30.69066,76.839491,30.678717,5.18,8.35,73,Rain,34.77,18:20,Friday,0,40
"(30.757448, 76.845699)-(30.735791, 76.761365)-R94",76.845699,30.757448,76.761365,30.735791,7.5,12.82,21,Rain,26.65,21:10,Sunday,0,28
"(30.753087, 76.785405)-(30.729548, 76.758513)-R95",76.785405,30.753087,76.758513,30.729548,4.97,9.11,100,Clear,34.8,21:10,Friday,0,14
"(30.726241, 76.737736)-(30.709499, 76.718139)-R96",76.737736,30.726241,76.718139,30.709499,2.8,5.39,39,Rain,22.47,12:30,Monday,1,44
"(30.706504, 76.7969)-(30.687659, 76.800927)-R97",76.7969,30.706504,76.800927,30.687659,7.12,13.4,45,Clear,28.75,08:00,Sunday,0,64
"(30.702396, 76.798262)-(30.736365, 76.76328)-R98",76.798262,30.702396,76.76328,30.736365,1.99,3.27,56,Clear,24.1,21:10,Saturday,0,88
"(30.756422, 76.836269)-(30.706349, 76.822687)-R99",76.836269,30.756422,76.822687,30.706349,6.97,10.96,103,Clear,23.35,12:30,Saturday,0,70
"(30.773974, 76.712921)-(30.774402, 76.703699)-R100",76.712921,30.773974,76.703699,30.774402,5.87,10.49,86,Fog,28.3,18:20,Friday,0,8
